ProductName,SKUNumber,Collection,BRAND,Market Segment,SKUPrice,ProductPrice,ProductSize,ProductStructure,ProductType,ProductType2,ProductDescription,ProductSpecies,ProductColor,ProductWidth,ProductLength,ProductThickness,ProductInstallType,ProductSqFtPerBox,ProductWarranty,ProductBevel,ProductTexture,ProductHardness,ProductShade,ProductWeight,ProductEnvironmentalRating,ProductFinish,ProductWaterproof,ProductPatternRepeat,ProductEdgeEndShape,ProductLook,ProductWearlayer,ProductGlossLevel,ProductLivingRoom,ProductBedroom,ProductKitchen,ProductBathroom,ProductPets,ProductChildren,ProductHighTraffic,ProductTextureFilter,ProductPriceFilter,ProductSpeciesFilter,ProductShadeFilter,ProductLookFilter,ProductGlossLevelFilter
DUNE,1HE2M001,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
NATURAL,1HE2M002,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
HARVEST,1HE2M003,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
BOARDWALK,1HE2M004,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
DAWN,1HE2M005,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
ESPRESSO,1HE2M006,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
LATTE,1HE2M007,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
AUBURN,1HE2M008,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
MACCHIATO,1HE2M009,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
WEATHERED,1HE2M010,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
COCOA,1HE2M011,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
SERENE MAPLE LIGHT,1HE2M013,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
SERENE MAPLE MEDIUM ,1HE2M014,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium ,,Low gloss 
SERENE MAPLE DARK,1HE2M015,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
DREAM OUTDOORS OAK,1HE2M016,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
WATERMARK,1HE2M401,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
BROWNSTONE,1HE2M402,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
REFELCTION,1HE2M403,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
IRONSIDE,1HE2M404,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
SILHOULETTES LIGHT,1HE2M405,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
SILHOULETTES TAUPE,1HE2M406,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
SILHOULETTES GRAY,1HE2M407,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
SILHOULETTES DARK GRAY,1HE2M408,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
CONCRETE EFFECT LIGHT,1HE2M409,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
CONCRETE EFFECT TAUPE,1HE2M410,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
CONCRETE EFFECT GRAY,1HE2M411,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
CONCRETE EFFECT DARK GRAY,1HE2M412,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
ARTISANAL DETAIL LIGHT,1HE2M413,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
ARTISANAL DETAIL TAUPE,1HE2M414,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
ARTISANAL DETAIL GRAY,1HE2M415,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
ARTISANAL DETAIL DARK GRAY,1HE2M416,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,6'7'',,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
FINELY WOVEN LIGHT,1HE2M417,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Light,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low gloss 
FINELY WOVEN TAUPE,1HE2M418,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
FINELY WOVEN GRAY,1HE2M419,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Medium,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low gloss 
FINELY WOVEN DARK GRAY,1HE2M420,Concepts of Landscape ,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Embossed,,Dark,,,,,,,,,Low gloss ,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low gloss 
Sand,1HG2M001,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Ice,1HG2M002,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Storm,1HG2M004,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Dark,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low Gloss
Fog,1HG2M005,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Dark,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low Gloss
Frost,1HG2M005,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Midnight,1HG2M006,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Dark,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low Gloss
Wheat,1HG2M007,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Tangerine,1HG2M008,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Dark,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low Gloss
Blue Velvet,1HG2M009,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Dark,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low Gloss
Dusk,1HG2M010,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Alpine Landscape,1HG2M011,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
City Dweller,1HG2M012,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Uncommon Gray,1HG2M013,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Spring Rain,1HG2M014,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Pacific Bluff,1HG2M015,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Medium,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low Gloss
Neutral Toned,1HG2M016,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Medium,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low Gloss
Dream Escape,1HG2M017,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Light,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Light,,Low Gloss
Crystal Lake,1HG2M018,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Dark,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Dark,,Low Gloss
Casting Shade,1HG2M019,Mixed and Variegated,AHF Contract,NA,9.990000000,$$$,NA,Vinyl,Vinyl Sheet,,,,1,"6'7""",,2 mm,Glue Down,,10 Year Commercial,,Smooth,,Medium,,,,,,,,,Low Gloss,False,False,False,False,False,False,False,,PriceLevel3,,Medium,,Low Gloss
SERENE STYLE,1LL07001,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Wood,Low gloss 
WARM FEELINGS,1LL07002,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Wood,Low gloss 
PREDICTABLE BROWN,1LL07003,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Wood,Low gloss 
SOUL WARMING,1LL07004,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Wood,Low gloss 
INFINITE BEAUTY,1LL07005,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Wood,Low gloss 
QUIET WINTER,1LL07006,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Wood,Low gloss 
BEACHY FLAVOR,1LL07007,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Wood,Low gloss 
REIMAGINED TAUPE,1LL07008,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Wood,Low gloss 
OLD TREASURE,1LL07009,Individuality,AHF Contract,NA,9.990000000,$$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",5 mm,Glue Down,18.67,15 Year Commercial,Micro Bevel Edges/Ends,,,Dark,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Dark,Wood,Low gloss 
HONEY RIDGE,1LL09201,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Wood,Low gloss 
GARDEN PARTY,1LL09202,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Dark,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Dark,Wood,Low gloss 
WOODED TRAIL,1LL09203,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Wood,Low gloss 
MISTY MAGICAL,1LL09204,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Wood,Low gloss 
PASTORAL BROWN,1LL09205,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Dark,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Dark,Wood,Low gloss 
EFFORTLESS GRAY,1LL09206,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Wood,Low gloss 
DRIFTLAND,1LL09207,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Wood,Low gloss 
NATURE CONCEPT,1LL09208,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Wood,Low gloss 
BUCOLIC FOREST,1LL09209,Individuality,AHF Contract,NA,9.990000000,$$,"9"" x 60""",Vinyl,Vinyl Plank & Tile,,,,1,"9""","60""",5 mm,Glue Down,15,15 Year Commercial,Micro Bevel Edges/Ends,,,Dark,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Dark,Wood,Low gloss 
STARDUST,1LL12401,Individuality,AHF Contract,NA,9.990000000,$$,"12"" x 24""",Vinyl,Vinyl Plank & Tile,,,,1,"12""","24""",5 mm,Glue Down,16,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Stone,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Stone,Low gloss 
FORECAST RAIN,1LL12402,Individuality,AHF Contract,NA,9.990000000,$$,"12"" x 24""",Vinyl,Vinyl Plank & Tile,,,,1,"12""","24""",5 mm,Glue Down,16,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Stone,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Stone,Low gloss 
ROCKS & MINERALS,1LL12403,Individuality,AHF Contract,NA,9.990000000,$$,"12"" x 24""",Vinyl,Vinyl Plank & Tile,,,,1,"12""","24""",5 mm,Glue Down,16,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Stone,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Stone,Low gloss 
CLOUD LIKE,1LL16601,Individuality,AHF Contract,NA,9.990000000,$$,"16"" x 32""",Vinyl,Vinyl Plank & Tile,,,,1,"16""","32""",5 mm,Glue Down,14.22,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Stone,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Light,Stone,Low gloss 
FOGGY WISP,1LL16602,Individuality,AHF Contract,NA,9.990000000,$$,"16"" x 32""",Vinyl,Vinyl Plank & Tile,,,,1,"16""","32""",5 mm,Glue Down,14.22,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Stone,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Stone,Low gloss 
MISTY BEIGE,1LL16603,Individuality,AHF Contract,NA,9.990000000,$$,"16"" x 32""",Vinyl,Vinyl Plank & Tile,,,,1,"16""","32""",5 mm,Glue Down,14.22,15 Year Commercial,Micro Bevel Edges/Ends,,,Medium,,,HartGuard UltraShield,,,,Stone,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel2,,Medium,Stone,Low gloss 
SERENE STYLE,1LV07001,Rewilding,AHF Contract,NA,9.990000000,$,"7"" x 48""",Vinyl,Vinyl Plank & Tile,,,,1,"7""","48""",2.5 mm,Glue Down,37.33,15 Year Commercial,Micro Bevel Edges/Ends,,,Light,,,HartGuard UltraShield,,,,Wood,20 mil,Low gloss ,False,False,False,False,False,False,False,,PriceLevel1,,Light,Wood,Low gloss 
